CustomerID,Age,Gender,Income,VisitFrequency,AverageSpend,PreferredCuisine,TimeOfVisit,GroupSize,DiningOccasion,MealType,OnlineReservation,DeliveryOrder,WaitTime,ServiceRating,FoodRating,HighSatisfaction
681,68,Male,82470,Weekly,146.4527294,American,Breakfast,,Celebration,Dine-in,1,0,5.359746295,2,4,1
682,49,Female,49402,Weekly,92.14640869,American,Lunch,7,Celebration,Takeaway,0,0,22.21527653,3,1,0
683,59,Male,72461,Rarely,153.4015401,Italian,Lunch,3,Celebration,Takeaway,0,0,21.24688332,5,3,0
684,68,Female,87140,Weekly,140.8900061,Chinese,Lunch,3,Business,Dine-in,0,1,27.0032165,3,1,0
685,18,Female,25148,Weekly,173.8723105,American,Lunch,3,Celebration,Takeaway,0,1,55.66017477,3,5,0
686,35,Male,79963,Monthly,143.7776238,Mexican,Breakfast,,Business,Dine-in,1,0,27.34167862,3,1,0
687,65,Female,92930,Rarely,,Italian,Lunch,3,Celebration,Takeaway,0,0,42.00528823,1,2,0
688,47,Female,50567,Daily,81.31953942,Indian,Lunch,1,Business,Dine-in,0,1,10.82284679,4,1,1
689,46,Male,84767,Weekly,11.04736343,Indian,Dinner,2,Celebration,Takeaway,0,0,43.47992222,5,2,0
690,38,Female,35769,Rarely,72.33102213,Italian,Lunch,1,Celebration,Dine-in,0,0,45.12460561,5,3,0
691,50,Female,52640,Monthly,113.6867387,Italian,Breakfast,2,Business,Takeaway,1,0,12.88617254,3,3,0
692,23,Female,70427,Weekly,154.4626495,Mexican,Lunch,8,Business,Dine-in,0,1,42.90587509,5,1,0
693,54,Female,126716,Monthly,,Mexican,Breakfast,1,Business,Takeaway,1,0,48.38887363,1,2,0
694,67,Male,70219,Monthly,114.8528704,Chinese,Dinner,7,Casual,Takeaway,0,1,6.855004903,3,5,0
695,19,Male,122435,Rarely,117.0133577,Indian,Breakfast,8,Casual,Takeaway,0,0,45.28200053,3,4,0
696,62,Female,131995,Rarely,140.13573,Italian,Dinner,,Celebration,Takeaway,0,0,55.92705503,2,4,0
697,30,Female,21526,Daily,108.432071,Indian,Breakfast,1,Celebration,Dine-in,1,0,38.92803249,2,1,0
698,50,Female,123950,Rarely,190.0271054,American,Lunch,8,Celebration,Dine-in,0,1,30.48020244,1,5,0
699,28,Female,105851,Weekly,157.1916395,Indian,Breakfast,5,Celebration,Takeaway,0,0,24.85186704,5,1,0
700,38,Female,83286,Monthly,79.24104572,Italian,Breakfast,3,Business,Takeaway,0,0,23.09268179,1,4,0
701,59,Female,136805,Weekly,69.55224224,American,Dinner,6,Celebration,Dine-in,0,0,23.5482145,5,1,0
702,28,Female,137669,Weekly,51.23810599,Indian,Dinner,8,Celebration,Takeaway,0,0,57.82709041,2,2,0
703,41,Female,98714,Monthly,154.4997912,Indian,Breakfast,1,Business,Dine-in,1,1,43.32855813,4,1,1
704,48,Female,106670,Weekly,196.461488,Italian,Breakfast,2,Celebration,Takeaway,1,1,52.06887783,1,1,0
705,30,Male,39182,Daily,,Italian,Dinner,1,Casual,Dine-in,0,0,44.39602459,5,2,0
706,46,Female,73317,Weekly,63.3048013,Mexican,Lunch,8,Business,Dine-in,0,0,11.2504754,2,2,0
707,22,Female,46093,Weekly,71.62880176,Mexican,Dinner,4,Casual,Dine-in,1,0,17.63863695,1,2,0
708,36,Female,149655,Monthly,64.44356243,American,Dinner,6,Celebration,Takeaway,1,0,5.405142682,5,3,0
709,44,Female,143378,Weekly,128.0295455,Italian,Breakfast,1,Business,Dine-in,0,0,30.96715124,5,4,0
710,19,Female,81440,Rarely,79.742895,Chinese,Lunch,4,Business,Takeaway,0,0,22.01369666,3,5,0
711,64,Male,22073,Weekly,25.70065877,Indian,Breakfast,,Casual,Dine-in,0,0,21.50930824,5,1,0
712,18,Female,132427,Monthly,69.47179801,Italian,Breakfast,7,Celebration,Takeaway,0,0,15.31388443,3,2,0
713,33,Male,95965,Monthly,23.42458647,American,Breakfast,1,Celebration,Dine-in,0,0,44.58358808,3,3,0
714,50,Male,35296,Weekly,127.5910662,Italian,Dinner,4,Business,Dine-in,0,0,23.46217932,3,3,0
715,67,Female,45759,Monthly,159.6555008,American,Lunch,6,Casual,Takeaway,0,0,8.914508226,5,3,0
716,52,Male,103379,Monthly,186.0016661,Chinese,Breakfast,1,Business,Takeaway,0,1,40.37846581,3,4,0
717,21,Male,94550,Monthly,82.68534867,Chinese,Lunch,2,Celebration,Takeaway,1,0,24.06071248,5,5,0
718,33,Male,113609,Monthly,47.41528773,Mexican,Breakfast,8,Celebration,Takeaway,1,1,39.45867191,1,1,0
719,46,Male,74785,Weekly,59.5409314,Mexican,Lunch,2,Casual,Dine-in,1,0,46.76450188,3,3,0
720,64,Male,68238,Weekly,77.13059392,Indian,Breakfast,1,Business,Takeaway,1,0,23.25241769,2,4,1
721,59,Female,75129,Monthly,135.6541218,Chinese,Dinner,,Celebration,Takeaway,0,1,32.28980108,4,3,0
722,35,Male,33384,Monthly,,Indian,Breakfast,6,Casual,Dine-in,0,0,17.19511113,3,1,0
723,56,Male,99022,Monthly,156.1174691,American,Lunch,1,Business,Takeaway,1,1,11.52363817,5,2,0
724,37,Male,129956,Weekly,169.7998075,Indian,Lunch,8,Celebration,Dine-in,0,1,32.84283637,5,5,1
725,43,Female,60400,Monthly,110.4936886,American,Breakfast,5,Casual,Dine-in,1,0,34.26930698,3,2,0
726,35,Male,109278,Monthly,171.0117518,Italian,Dinner,6,Celebration,Dine-in,0,1,13.50733671,2,3,0
727,34,Male,138642,Monthly,44.28467497,Italian,Dinner,4,Celebration,Takeaway,1,1,17.37094361,3,1,0
728,55,Male,122223,Weekly,134.3595326,Chinese,Dinner,3,Casual,Dine-in,0,0,44.53400528,2,5,0
729,30,Female,37083,Monthly,174.6942112,Indian,Breakfast,9,Celebration,Takeaway,0,1,35.06101963,1,3,0
730,53,Female,101003,Rarely,71.26849051,Italian,Breakfast,1,Celebration,Dine-in,0,0,21.96792258,1,3,0
731,40,Female,33239,Monthly,169.8721399,Italian,Lunch,7,Celebration,Dine-in,1,1,35.75012694,5,4,0
732,65,Male,132529,Weekly,56.68449582,Indian,Dinner,3,Casual,Dine-in,0,0,4.711531211,4,5,1
733,42,Male,31187,Rarely,27.39614082,Mexican,Lunch,9,Celebration,Takeaway,1,0,52.29461352,2,2,0
734,66,Female,31296,Monthly,180.7056067,Chinese,Dinner,8,Casual,Dine-in,1,0,13.81907212,4,4,0
735,55,Male,147219,Monthly,58.95670906,Mexican,Lunch,6,Celebration,Dine-in,0,0,37.95880967,4,3,0
736,31,Male,81176,Monthly,,Mexican,Lunch,4,Celebration,Takeaway,1,0,15.95250541,5,1,0
737,35,Female,62674,Monthly,54.49907538,Chinese,Breakfast,4,Casual,Takeaway,0,0,4.939157764,5,4,0
738,19,Female,63136,Monthly,16.50312406,Chinese,Dinner,,Casual,Takeaway,1,0,26.93325155,2,3,0
739,40,Female,133056,Rarely,73.12427373,Mexican,Breakfast,6,Celebration,Takeaway,1,1,41.69616397,1,2,0
740,49,Male,69311,Daily,78.82268313,Chinese,Dinner,8,Celebration,Takeaway,1,1,27.89391376,2,2,1
741,62,Female,109896,Monthly,198.8887248,American,Lunch,7,Celebration,Takeaway,1,0,40.39578317,3,4,0
742,42,Female,41414,Monthly,,Indian,Dinner,4,Celebration,Takeaway,0,0,50.07847331,5,2,0
743,56,Female,62028,Monthly,25.41359015,American,Lunch,1,Celebration,Takeaway,0,0,52.78106704,2,3,0
744,60,Male,30637,Monthly,171.9754228,Mexican,Lunch,3,Celebration,Takeaway,1,0,30.75002208,1,2,0
745,59,Male,108814,Weekly,63.04416868,American,Dinner,2,Business,Dine-in,0,0,56.15890278,1,4,0
746,68,Male,102517,Rarely,60.25008655,Italian,Dinner,7,Celebration,Takeaway,0,0,6.991291838,1,5,0
747,67,Male,47731,Rarely,58.06969888,American,Dinner,2,Celebration,Dine-in,1,1,6.428324721,4,4,1
748,64,Female,40967,Monthly,101.8042386,Mexican,Dinner,4,Business,Takeaway,0,0,19.63503247,3,2,0
749,20,Female,147362,Rarely,,Indian,Lunch,2,Business,Dine-in,0,0,50.05664421,4,3,0
750,62,Male,30306,Monthly,128.9230921,Chinese,Dinner,6,Casual,Takeaway,0,0,53.9195054,3,5,0
751,53,Male,99064,Weekly,46.92439382,Indian,Lunch,8,Casual,Dine-in,0,1,7.345461976,1,1,0
752,28,Male,69615,Weekly,50.1298068,Indian,Breakfast,,Casual,Dine-in,0,1,0.708835629,5,5,1
753,49,Male,97990,Weekly,96.35249578,Italian,Breakfast,3,Business,Takeaway,0,1,48.40492033,3,5,0
754,22,Female,129622,Weekly,49.35864214,Italian,Lunch,1,Celebration,Takeaway,0,1,53.03655061,2,3,0
755,57,Female,104198,Weekly,,Italian,Lunch,6,Business,Dine-in,0,0,2.799522722,4,3,0
756,62,Male,115722,Rarely,20.83786156,Mexican,Dinner,1,Casual,Dine-in,0,0,53.03690924,2,1,0
757,62,Male,137673,Monthly,86.14688538,Indian,Breakfast,7,Business,Takeaway,1,0,59.95910996,1,4,0
758,46,Male,90343,Rarely,112.8649205,Italian,Dinner,8,Business,Dine-in,0,0,39.25105417,3,4,0
759,36,Female,23323,Monthly,,Italian,Dinner,7,Celebration,Takeaway,1,0,23.54989022,2,5,0
760,65,Male,76833,Weekly,119.1174457,Italian,Breakfast,9,Business,Takeaway,0,1,50.00307374,4,5,0
761,27,Female,79161,Rarely,148.1343766,Indian,Breakfast,3,Celebration,Takeaway,1,1,56.65084476,4,4,0
762,19,Male,144849,Weekly,56.26213021,Indian,Breakfast,9,Casual,Dine-in,1,0,44.76592438,2,2,0
763,31,Male,77620,Monthly,148.7030083,Mexican,Breakfast,3,Celebration,Dine-in,1,1,37.31738744,1,1,0
764,46,Male,112626,Weekly,163.887319,Mexican,Breakfast,2,Celebration,Takeaway,0,1,9.41206095,3,2,1
765,50,Female,62418,Rarely,191.7069483,Chinese,Breakfast,7,Business,Takeaway,0,1,35.4148635,5,2,0
766,61,Male,96506,Monthly,82.70579179,Chinese,Lunch,7,Business,Takeaway,0,0,8.398428906,3,5,0
767,26,Male,103668,Weekly,184.2531265,American,Dinner,,Business,Dine-in,1,1,52.95483334,4,2,0
768,23,Male,39932,Weekly,197.1790462,Mexican,Breakfast,5,Business,Dine-in,0,1,25.10452466,4,3,0
769,47,Male,88700,Rarely,145.2826721,Chinese,Breakfast,4,Casual,Takeaway,0,0,9.446441157,2,4,0
770,60,Male,92277,Rarely,165.1661618,Italian,Dinner,5,Business,Takeaway,1,0,31.5702694,1,5,0
771,66,Male,47508,Weekly,39.73544363,American,Lunch,7,Casual,Dine-in,0,0,3.806570129,1,2,0
772,37,Female,66867,Monthly,11.00479944,Italian,Breakfast,9,Business,Takeaway,0,0,17.85820676,2,4,0
773,40,Female,59224,Rarely,162.5509015,Chinese,Breakfast,7,Business,Takeaway,0,0,49.57074116,4,4,0
774,62,Female,142534,Monthly,60.86597046,Indian,Lunch,7,Business,Takeaway,0,1,14.51249565,2,2,0
775,63,Female,132716,Weekly,177.6250713,Mexican,Breakfast,1,Celebration,Dine-in,1,0,46.09175075,1,5,0
776,20,Female,38189,Monthly,80.61296109,Mexican,Dinner,1,Casual,Dine-in,1,1,25.92061173,1,4,0
777,42,Female,60474,Weekly,194.6150736,Indian,Lunch,1,Business,Dine-in,0,1,0.020494034,4,1,0
778,60,Female,71105,Weekly,10.98976009,Indian,Breakfast,5,Celebration,Takeaway,0,0,12.46172572,2,5,0
779,44,Male,38493,Rarely,11.71833349,Italian,Lunch,5,Casual,Dine-in,0,1,26.74111514,1,4,0
780,23,Male,84982,Weekly,,Italian,Dinner,3,Casual,Takeaway,1,1,1.888254547,3,4,1
781,65,Female,59454,Monthly,154.5056863,Italian,Dinner,4,Business,Takeaway,0,1,24.26547836,3,5,0
782,67,Female,84121,Monthly,72.04320631,Italian,Lunch,8,Casual,Takeaway,0,0,41.82277175,2,1,0
783,63,Female,140124,Monthly,65.08924963,Chinese,Dinner,4,Celebration,Takeaway,0,0,17.13696126,4,1,0
784,68,Female,94282,Monthly,181.8302071,Mexican,Lunch,9,Celebration,Dine-in,1,0,39.24312123,5,4,0
785,24,Male,31796,Daily,54.76234321,Italian,Dinner,9,Business,Takeaway,0,0,56.49940701,3,5,0
786,27,Male,56966,Monthly,32.96452937,Italian,Breakfast,,Celebration,Dine-in,0,0,58.51345486,3,3,0
787,50,Female,64939,Monthly,113.3417551,Chinese,Lunch,4,Casual,Dine-in,0,1,46.49268651,3,4,0
788,25,Male,117497,Monthly,124.6264537,Chinese,Breakfast,6,Celebration,Dine-in,0,0,18.27731188,4,2,0
789,30,Male,46377,Daily,19.81615313,Italian,Lunch,6,Business,Dine-in,0,1,27.82728689,1,3,0
790,58,Female,97030,Weekly,158.0323676,American,Dinner,3,Casual,Takeaway,0,0,27.85747132,2,5,0
791,67,Male,117452,Daily,175.3137393,Indian,Lunch,4,Business,Takeaway,1,1,44.62754248,1,5,1
792,57,Female,101362,Weekly,97.50388112,Mexican,Lunch,3,Celebration,Takeaway,1,0,25.24771262,1,1,0
793,65,Male,60717,Daily,66.35946151,Mexican,Breakfast,1,Casual,Dine-in,0,1,50.45859134,2,3,0
794,67,Female,52717,Rarely,72.29703458,Indian,Breakfast,8,Celebration,Dine-in,0,1,4.254176173,5,2,1
795,35,Female,78909,Rarely,31.84435109,American,Dinner,6,Casual,Dine-in,1,0,30.16719138,3,2,0
796,63,Male,130870,Weekly,75.65118253,Indian,Dinner,7,Business,Takeaway,1,0,42.50120086,3,4,0
797,59,Male,149006,Weekly,,Mexican,Lunch,9,Celebration,Dine-in,0,0,49.36253677,3,1,0
798,42,Male,120750,Rarely,182.7114285,American,Lunch,1,Celebration,Takeaway,1,0,2.080186861,1,5,0
799,39,Male,97583,Rarely,124.0976367,Indian,Dinner,1,Celebration,Takeaway,0,0,46.38657493,3,4,0
800,43,Male,32863,Monthly,181.263291,Chinese,Dinner,5,Business,Takeaway,0,1,50.81000251,3,4,0
801,52,Male,111967,Rarely,137.7476554,American,Lunch,8,Casual,Dine-in,0,1,20.88785893,2,5,0
802,52,Male,143420,Rarely,176.7839793,Mexican,Lunch,5,Celebration,Dine-in,0,0,43.65004405,3,3,0
803,66,Female,28073,Weekly,167.0862908,Chinese,Dinner,3,Celebration,Takeaway,0,0,0.838749307,5,1,0
804,22,Female,120539,Daily,92.34242103,Chinese,Lunch,,Casual,Takeaway,0,1,27.24139216,5,2,0
805,34,Female,112055,Rarely,167.34391,American,Lunch,9,Casual,Dine-in,0,1,30.64903673,4,3,0
806,53,Female,48489,Weekly,170.0027554,Indian,Dinner,1,Casual,Takeaway,1,0,40.30622709,2,4,0
807,57,Female,142449,Rarely,102.6399675,Italian,Breakfast,5,Business,Takeaway,0,0,42.27810518,2,3,0
808,58,Female,132047,Weekly,21.16636767,American,Dinner,7,Business,Takeaway,0,0,14.8577225,5,5,0
809,42,Male,84666,Monthly,83.78438946,Italian,Breakfast,7,Casual,Dine-in,1,0,22.36798239,2,4,0
810,46,Female,109006,Rarely,52.20963087,Italian,Dinner,8,Business,Takeaway,0,0,40.04128855,3,5,0
811,59,Male,43697,Monthly,50.57543421,Italian,Breakfast,6,Celebration,Dine-in,0,0,5.615761781,1,3,0
812,41,Female,132528,Weekly,,Chinese,Dinner,2,Celebration,Dine-in,0,1,20.48668881,2,2,1
813,22,Female,90630,Monthly,10.78786174,American,Lunch,4,Casual,Takeaway,1,1,5.320459848,2,4,0
814,25,Male,30580,Weekly,197.5203922,Indian,Lunch,7,Celebration,Takeaway,0,0,51.51607011,1,2,0
815,30,Female,106716,Monthly,79.97055863,Mexican,Breakfast,1,Celebration,Dine-in,0,0,59.86238625,2,1,0
816,23,Male,107630,Rarely,95.54284392,Italian,Dinner,2,Celebration,Dine-in,0,0,52.39029179,4,4,0
817,50,Female,114661,Rarely,135.0928454,American,Lunch,5,Celebration,Takeaway,0,1,58.75510619,2,2,0
818,38,Male,124096,Weekly,118.0772695,Chinese,Breakfast,5,Business,Dine-in,0,0,4.811657511,1,5,0
819,44,Male,78605,Rarely,154.9397417,Mexican,Dinner,3,Celebration,Takeaway,0,1,0.001380297,2,3,0
820,55,Female,25889,Monthly,36.84967782,Chinese,Breakfast,9,Casual,Takeaway,0,0,22.99896632,5,1,0
821,59,Female,66116,Rarely,52.19439457,Mexican,Lunch,8,Celebration,Takeaway,1,0,26.06728493,1,4,0
822,39,Male,81042,Monthly,114.1059014,Mexican,Lunch,8,Business,Dine-in,0,1,51.68365781,1,5,0
823,40,Male,96164,Monthly,59.14036737,Italian,Dinner,1,Casual,Takeaway,0,0,30.5337028,4,4,0
824,28,Male,55083,Monthly,176.6104491,Indian,Dinner,,Casual,Takeaway,0,0,54.25606515,5,2,0
825,47,Male,81504,Weekly,199.9735265,Mexican,Lunch,3,Celebration,Dine-in,0,0,6.168722561,5,2,1
826,56,Female,136815,Monthly,44.92944196,American,Dinner,4,Business,Dine-in,0,0,48.03267481,2,5,0
827,61,Male,105862,,45.78453536,Mexican,Dinner,7,Celebration,Dine-in,1,0,43.71594076,2,4,0
828,34,Male,64756,Weekly,115.3429922,Mexican,Breakfast,4,Casual,Takeaway,0,1,50.84274527,2,4,0
829,43,Female,148425,Weekly,53.39787916,Indian,Dinner,3,Business,Takeaway,0,1,23.51212912,1,3,0
830,18,Female,88711,Weekly,168.2905631,Italian,Dinner,9,Celebration,Takeaway,1,0,12.75702476,1,5,1
831,49,Female,37343,Monthly,89.26542067,Chinese,Dinner,8,Casual,Dine-in,0,1,33.29199317,1,2,0
832,42,Female,23262,Weekly,98.58966676,Chinese,Breakfast,6,Celebration,Takeaway,0,0,15.92801305,3,5,0
833,59,Female,138471,Weekly,,Indian,Lunch,5,Business,Dine-in,1,0,48.08229933,4,1,0
834,35,Male,69161,Rarely,161.2910814,Chinese,Lunch,3,Celebration,Takeaway,0,0,7.583096137,3,5,0
835,57,Female,85820,Daily,79.39777997,Chinese,Breakfast,5,Casual,Dine-in,0,1,42.88181161,1,2,0
836,69,Male,124582,Weekly,35.92239363,American,Breakfast,8,Business,Takeaway,0,0,27.36207071,1,5,0
837,37,Male,81926,Daily,51.08284365,Indian,Lunch,8,Casual,Dine-in,0,0,56.04419529,2,5,0
838,52,Male,100057,Monthly,127.6622452,Indian,Breakfast,7,Business,Dine-in,0,1,11.08474823,4,3,0
839,69,Female,51842,Monthly,90.88412759,American,Dinner,5,Celebration,Dine-in,0,0,59.27385924,3,5,0
840,23,Male,56374,Rarely,30.83571735,Italian,Lunch,5,Business,Dine-in,1,1,51.46134654,5,1,0
841,19,Female,59251,Monthly,123.7663605,Indian,Dinner,6,Casual,Dine-in,0,1,20.01029978,4,3,0
842,65,Female,82771,Rarely,100.0455847,Mexican,Breakfast,,Celebration,Takeaway,1,0,33.40814908,5,3,0
843,53,Male,38928,Daily,82.26121556,Italian,Dinner,7,Business,Takeaway,1,1,17.2578347,2,2,0
844,55,Female,132925,Monthly,104.9282976,Indian,Breakfast,2,Business,Dine-in,0,1,2.381627888,2,5,0
845,53,Female,117007,Monthly,31.3698846,American,Breakfast,9,Casual,Dine-in,0,0,12.50992999,1,2,0
846,46,Female,58377,,191.1394173,Chinese,Breakfast,4,Business,Dine-in,0,0,49.26764525,4,5,0
847,33,Female,37228,Weekly,16.22132589,Mexican,Breakfast,2,Business,Takeaway,0,0,52.88546793,1,5,0
848,31,Female,33733,Rarely,24.2955919,Italian,Breakfast,2,Casual,Takeaway,0,0,50.5375196,4,4,0
849,18,Female,26732,Daily,178.1506755,Chinese,Dinner,8,Business,Takeaway,1,1,32.96491819,4,5,0
850,40,Male,37366,Monthly,29.81085538,Chinese,Lunch,7,Casual,Takeaway,0,1,29.61409576,3,2,0
851,28,Female,135894,Rarely,172.7751955,Chinese,Breakfast,8,Business,Takeaway,0,1,58.99201836,1,2,0
852,67,Female,63976,Monthly,64.84146879,American,Breakfast,4,Casual,Dine-in,0,1,21.69915061,5,3,0
853,59,Male,104089,Monthly,140.7071763,Italian,Breakfast,8,Business,Takeaway,0,0,44.77127298,5,2,0
854,65,Female,33024,Weekly,184.2370362,Chinese,Breakfast,4,Business,Dine-in,0,1,30.25877487,4,2,0
855,58,Male,30928,Rarely,16.07661762,Italian,Dinner,2,Business,Dine-in,0,0,15.8111202,4,5,0
856,46,Male,42055,Rarely,57.20093873,Chinese,Breakfast,8,Casual,Takeaway,1,0,35.89625747,5,3,0
857,60,Female,39596,Weekly,16.83115436,Chinese,Breakfast,7,Business,Takeaway,0,0,22.54822637,5,4,0
858,27,Male,29233,Monthly,137.4371604,American,Dinner,5,Casual,Takeaway,0,1,11.57068204,5,2,0
859,54,Male,114257,Monthly,126.3816372,Mexican,Lunch,9,Casual,Takeaway,0,0,50.24550643,3,1,0
860,32,Female,77834,Daily,63.54255049,Chinese,Lunch,7,Celebration,Takeaway,0,1,5.409782678,2,2,0
861,26,Male,114739,Monthly,98.53907643,Chinese,Dinner,5,Casual,Dine-in,0,0,15.49278601,5,1,0
862,51,Female,103678,Daily,111.3010393,Chinese,Lunch,8,Celebration,Dine-in,0,1,13.02853897,4,1,1
863,22,Female,60978,Monthly,20.59734722,Chinese,Dinner,2,Celebration,Takeaway,0,0,31.7880708,2,2,0
864,54,Female,92219,Weekly,161.2486137,Mexican,Lunch,7,Celebration,Takeaway,0,1,47.41376469,4,3,0
865,63,Male,73684,Monthly,149.1705185,Chinese,Breakfast,5,Casual,Takeaway,0,1,54.00283231,1,2,0
866,37,Female,80987,Rarely,29.45864671,Indian,Lunch,6,Casual,Dine-in,0,1,40.70981044,3,3,0
867,65,Male,83795,,108.7103274,Chinese,Lunch,6,Celebration,Dine-in,1,0,12.44472072,2,3,0
868,44,Male,121995,Weekly,107.9650801,American,Breakfast,9,Casual,Dine-in,0,0,35.1675619,4,5,0
869,67,Female,40132,Monthly,137.000144,Indian,Lunch,2,Celebration,Takeaway,0,1,15.58497656,2,3,0
870,37,Male,46888,Rarely,168.9095004,Indian,Breakfast,7,Business,Takeaway,0,1,46.66917125,4,2,0
871,58,Male,117392,Monthly,84.76835015,American,Breakfast,8,Business,Dine-in,0,0,49.87018102,2,5,0
872,51,Male,120651,Monthly,171.1968437,Mexican,Breakfast,8,Casual,Dine-in,0,0,4.119493709,1,3,0
873,61,Male,53243,Rarely,45.62339709,American,Breakfast,1,Casual,Dine-in,0,0,57.04250765,3,4,0
874,25,Female,145582,Rarely,153.6376958,Chinese,Breakfast,8,Business,Dine-in,1,0,37.82694814,5,5,0
875,23,Female,113128,Monthly,109.4010169,American,Breakfast,6,Business,Dine-in,0,0,4.661463005,2,1,0
876,45,Male,81659,Rarely,28.23828888,Chinese,Dinner,6,Business,Dine-in,0,1,30.12060524,4,2,0
877,34,Male,71400,Rarely,33.02842263,Chinese,Breakfast,4,Celebration,Dine-in,1,1,38.10683445,4,1,0
878,45,Female,33354,Weekly,48.95719467,Italian,Breakfast,2,Casual,Dine-in,0,0,7.053105845,5,4,0
879,40,Female,105103,Rarely,191.4118226,Mexican,Breakfast,8,Celebration,Dine-in,1,0,53.79366292,2,2,0
880,28,Male,21013,Monthly,124.7912236,Italian,Lunch,3,Business,Takeaway,1,0,49.38977483,5,2,0
881,32,Male,115561,Monthly,185.4014579,Italian,Breakfast,8,Business,Takeaway,0,0,19.28773738,4,2,0
882,42,Female,29377,Monthly,35.90771802,American,Lunch,3,Casual,Takeaway,0,0,26.98906611,3,3,0
883,39,Female,81856,Monthly,10.96138508,American,Breakfast,1,Business,Dine-in,0,0,46.16733954,2,4,0
884,59,Male,26530,Daily,155.1549466,American,Lunch,6,Casual,Takeaway,0,0,24.60524902,5,4,0
885,22,Male,139877,Rarely,112.725949,Indian,Dinner,2,Business,Dine-in,1,1,19.40318338,3,1,0
886,68,Male,81959,Monthly,171.9353732,Chinese,Lunch,9,Casual,Takeaway,0,0,24.14786097,1,3,0
887,60,Male,87656,,141.2807197,American,Breakfast,8,Business,Takeaway,1,1,25.87407042,4,4,0
888,62,Male,91688,Weekly,104.4546798,Indian,Dinner,1,Business,Takeaway,1,1,47.5974529,2,2,0
889,57,Female,53277,Monthly,124.1532335,Chinese,Lunch,3,Business,Takeaway,0,0,32.0072542,1,3,0
890,68,Female,82561,Monthly,48.75260812,Chinese,Lunch,1,Business,Dine-in,1,0,7.013674284,4,5,0
891,65,Female,104032,Weekly,129.9634583,Indian,Dinner,4,Casual,Takeaway,0,0,40.78510135,4,5,0
